shop,address,count,shopid,shop+address
ゲームパニック秋葉原,東京都千代田区外神田1-13-1 ,6,shop_id=11763,ゲームパニック秋葉原 東京都千代田区外神田1-13-1 
タイトーステーション秋葉原店,東京都千代田区外神田４－２－２ 貴三ビル,2,shop_id=6914,タイトーステーション秋葉原店 東京都千代田区外神田４－２－２ 貴三ビル
東京レジャーランド秋葉原2号店,東京都千代田区外神田４丁目３－３ ミナミビル６階,4,shop_id=6916,東京レジャーランド秋葉原2号店 東京都千代田区外神田４丁目３－３ ミナミビル６階
東京レジャーランド秋葉原店,東京都千代田区外神田1-9-5 ,10,shop_id=3670,東京レジャーランド秋葉原店 東京都千代田区外神田1-9-5 
Ｈｅｙ,東京都千代田区外神田１－１０－５ 広瀬本社ビル２Ｆ,8,shop_id=3087,Ｈｅｙ 東京都千代田区外神田１－１０－５ 広瀬本社ビル２Ｆ
アドアーズ上野アメ横,東京都台東区上野4-9-14 上野KKビルB1-4F,2,shop_id=11740,アドアーズ上野アメ横 東京都台東区上野4-9-14 上野KKビルB1-4F
タイトーステーション上野御徒町,東京都台東区上野4-6-9 ,2,shop_id=11626,タイトーステーション上野御徒町 東京都台東区上野4-6-9 
タイトーステーション浅草,東京都台東区浅草１－２７－３ タイトーステーション浅草,2,shop_id=6422,タイトーステーション浅草 東京都台東区浅草１－２７－３ タイトーステーション浅草
タイトーFステーション オリナス錦糸町店,東京都墨田区太平4―1-2 オリナスモール地下1階,4,shop_id=2092,タイトーFステーション オリナス錦糸町店 東京都墨田区太平4―1-2 オリナスモール地下1階
タイトーステーション錦糸町楽天地店,東京都墨田区江東橋４－２７－１４ 楽天地ビル１階,4,shop_id=6435,タイトーステーション錦糸町楽天地店 東京都墨田区江東橋４－２７－１４ 楽天地ビル１階
GiGO大森,東京都大田区山王2-1-5 大森駅ララビル,4,shop_id=3635,GiGO大森 東京都大田区山王2-1-5 大森駅ララビル
シルクハット 蒲田西口,東京都大田区西蒲田7-2-3 第二醍醐ビル地下1階ー2階,6,shop_id=10469,シルクハット 蒲田西口 東京都大田区西蒲田7-2-3 第二醍醐ビル地下1階ー2階
シルクハット大森,東京都大田区山王2-4-1 大森駅前ビル2階,2,shop_id=12360,シルクハット大森 東京都大田区山王2-4-1 大森駅前ビル2階
タイトーステーションBIGFUN平和島店,東京都大田区平和島 1-1-1 BIGFUN平和島3F,4,shop_id=10472,タイトーステーションBIGFUN平和島店 東京都大田区平和島 1-1-1 BIGFUN平和島3F
GiGO 新宿西口,東京都新宿区西新宿1-12-5 クラブセガ新宿西口,4,shop_id=3039,GiGO 新宿西口 東京都新宿区西新宿1-12-5 クラブセガ新宿西口
GiGO神楽坂,東京都新宿区神楽坂2-11 第2カグラヒルズ1F,2,shop_id=6432,GiGO神楽坂 東京都新宿区神楽坂2-11 第2カグラヒルズ1F
GiGO高田馬場,東京都新宿区高田馬場 4-7-5 高田馬場グランド東京ビル,4,shop_id=11842,GiGO高田馬場 東京都新宿区高田馬場 4-7-5 高田馬場グランド東京ビル
ゲームパニック新宿歌舞伎町,東京都新宿区歌舞伎町1-20-1　 ヒューマックスパビリオン新宿歌舞伎町1F・2F,4,shop_id=11737,ゲームパニック新宿歌舞伎町 東京都新宿区歌舞伎町1-20-1　 ヒューマックスパビリオン新宿歌舞伎町1F・2F
タイトーステーション新宿南口ＧＷ店,東京都新宿区新宿３－３５－８ タイトーステーション新宿南口ＧＷ,4,shop_id=295,タイトーステーション新宿南口ＧＷ店 東京都新宿区新宿３－３５－８ タイトーステーション新宿南口ＧＷ
タイトーステーション新宿東口店,東京都新宿区新宿3-22-7 指田ビル,2,shop_id=6407,タイトーステーション新宿東口店 東京都新宿区新宿3-22-7 指田ビル
タイトーステーションＢＩＧＢＯＸ高田馬場,東京都新宿区高田馬場１－３５－３ ＢＩＧＢＯＸ６階,2,shop_id=3015,タイトーステーションＢＩＧＢＯＸ高田馬場 東京都新宿区高田馬場１－３５－３ ＢＩＧＢＯＸ６階
新宿スポーツランド本館,東京都新宿区新宿３－２２－１２ ,4,shop_id=6429,新宿スポーツランド本館 東京都新宿区新宿３－２２－１２ 
アピナ荻窪店,東京都杉並区上萩1-13-10 ,4,shop_id=11197,アピナ荻窪店 東京都杉並区上萩1-13-10 
ゲームスタジオキューブ高円寺,東京都杉並区高円寺南4-26-12 福丸ビルB1F ,2,shop_id=12260,ゲームスタジオキューブ高円寺 東京都杉並区高円寺南4-26-12 福丸ビルB1F 
ゲームサファリ大山,東京都板橋区大山東町 ６０－１０ やすだ大山駅前２Ｆ,2,shop_id=8703,ゲームサファリ大山 東京都板橋区大山東町 ６０－１０ やすだ大山駅前２Ｆ
ラウンドワンスタジアム板橋,東京都板橋区相生町16-13 ,2,shop_id=11665,ラウンドワンスタジアム板橋 東京都板橋区相生町16-13 
GiGO船堀,東京都江戸川区船堀1-6-11 セガ船堀,2,shop_id=3657,GiGO船堀 東京都江戸川区船堀1-6-11 セガ船堀
GiGO西葛西,東京都江戸川区西葛西5-1-14 第一保志ビル,4,shop_id=6431,GiGO西葛西 東京都江戸川区西葛西5-1-14 第一保志ビル
キャッツアイ西葛西店,東京都江戸川区西葛西4-2-28 サニーモール西葛西3F,2,shop_id=2709,キャッツアイ西葛西店 東京都江戸川区西葛西4-2-28 サニーモール西葛西3F
宝島 瑞江店,東京都江戸川区瑞江2-1-2 ドン・キホーテラパーク瑞江4階,2,shop_id=11584,宝島 瑞江店 東京都江戸川区瑞江2-1-2 ドン・キホーテラパーク瑞江4階
ラウンドワンスタジアム ダイバーシティ東京プラザ店,東京都江東区青海１丁目１番１０号 ダイバーシティ東京６階,2,shop_id=6512,ラウンドワンスタジアム ダイバーシティ東京プラザ店 東京都江東区青海１丁目１番１０号 ダイバーシティ東京６階
ラウンドワン南砂店,東京都江東区南砂六丁目７番１５号 イオン南砂,2,shop_id=6395,ラウンドワン南砂店 東京都江東区南砂六丁目７番１５号 イオン南砂
GiGO渋谷宮益坂,東京都渋谷区渋谷1-14-14 ESTビル,6,shop_id=3857,GiGO渋谷宮益坂 東京都渋谷区渋谷1-14-14 ESTビル
アミューズメントスペースASO:VIBA!,東京都渋谷区恵比寿1-10-5 ,4,shop_id=11788,アミューズメントスペースASO:VIBA! 東京都渋谷区恵比寿1-10-5 
タイトーステーション渋谷店,東京都渋谷区渋谷１－２４－１２ 渋谷東映プラザ１階　タイトーステーション内,2,shop_id=6434,タイトーステーション渋谷店 東京都渋谷区渋谷１－２４－１２ 渋谷東映プラザ１階　タイトーステーション内
GiGO 自由が丘,東京都目黒区自由が丘2-10-9 クラブセガ自由ヶ丘,2,shop_id=3560,GiGO 自由が丘 東京都目黒区自由が丘2-10-9 クラブセガ自由ヶ丘
アミュージアムOSC店,東京都練馬区東大泉2-34-1 T・ジョイ大泉2F,2,shop_id=3453,アミュージアムOSC店 東京都練馬区東大泉2-34-1 T・ジョイ大泉2F
アミュージアム大泉,東京都練馬区東大泉2-10-11 LIVINオズ大泉5F,2,shop_id=3326,アミュージアム大泉 東京都練馬区東大泉2-10-11 LIVINオズ大泉5F
ゲームパーク石神井公園,東京都練馬区石神井町3-17-16 ,2,shop_id=12261,ゲームパーク石神井公園 東京都練馬区石神井町3-17-16 
ミラクルイン中村橋,東京都練馬区貫井1-1-2 YKビル2F ,2,shop_id=12262,ミラクルイン中村橋 東京都練馬区貫井1-1-2 YKビル2F 
アドアーズ新小岩,東京都葛飾区新小岩1-44-4 リバティビルB1-3F,4,shop_id=11617,アドアーズ新小岩 東京都葛飾区新小岩1-44-4 リバティビルB1-3F
ハイテクランドセガ立石,東京都葛飾区立石７－２－１ ハイテクランドセガ立石,2,shop_id=5962,ハイテクランドセガ立石 東京都葛飾区立石７－２－１ ハイテクランドセガ立石
東京レジャーランド亀有店,東京都葛飾区亀有3-21-2 ,4,shop_id=8751,東京レジャーランド亀有店 東京都葛飾区亀有3-21-2 
namco巣鴨店,東京都豊島区巣鴨1-15-1 ミヤタビルB2F,8,shop_id=1558,namco巣鴨店 東京都豊島区巣鴨1-15-1 ミヤタビルB2F
namco池袋店,東京都豊島区東池袋1-22-10 ヒューマックスパビリオン池袋サンシャイン60通り 1F,10,shop_id=11056,namco池袋店 東京都豊島区東池袋1-22-10 ヒューマックスパビリオン池袋サンシャイン60通り 1F
アドアーズ池袋東口,東京都豊島区東池袋1-41-4 池袋とうきゅうビル1・2F,4,shop_id=11615,アドアーズ池袋東口 東京都豊島区東池袋1-41-4 池袋とうきゅうビル1・2F
ゲームサファリ池袋,東京都豊島区東池袋1-42-3 やすだ東池袋店2F,2,shop_id=11711,ゲームサファリ池袋 東京都豊島区東池袋1-42-3 やすだ東池袋店2F
タイトーステーション池袋西口,東京都豊島区西池袋1丁目15番9号 西池ビル,4,shop_id=9638,タイトーステーション池袋西口 東京都豊島区西池袋1丁目15番9号 西池ビル
プラサカプコン池袋店,東京都豊島区東池袋1-30-3 キュープラザ3階 ,2,shop_id=11005,プラサカプコン池袋店 東京都豊島区東池袋1-30-3 キュープラザ3階 
ラウンドワン池袋,東京都豊島区東池袋1-14-1 池袋スクエア内,4,shop_id=11769,ラウンドワン池袋 東京都豊島区東池袋1-14-1 池袋スクエア内
GiGO竹の塚,東京都足立区竹の塚6-8-3 ピーくんプラザ,2,shop_id=8514,GiGO竹の塚 東京都足立区竹の塚6-8-3 ピーくんプラザ
ウェアハウス保木間,東京都足立区保木間1-1-19 ,4,shop_id=11702,ウェアハウス保木間 東京都足立区保木間1-1-19 
ウェアハウス入谷店,東京都足立区入谷7-8-11 1階 ウェアハウス入谷,4,shop_id=11202,ウェアハウス入谷店 東京都足立区入谷7-8-11 1階 ウェアハウス入谷
ハイテクランドキューデン,東京都足立区西新井栄町2-7-2 球殿2F,4,shop_id=11732,ハイテクランドキューデン 東京都足立区西新井栄町2-7-2 球殿2F
アピナ八王子みなみ野店,東京都八王子市みなみ野1-2-1 アクロスモール3階,2,shop_id=11336,アピナ八王子みなみ野店 東京都八王子市みなみ野1-2-1 アクロスモール3階
ゲームプラザセントラル八王子,東京都八王子市東町12-15 第五セントラルビル,4,shop_id=11607,ゲームプラザセントラル八王子 東京都八王子市東町12-15 第五セントラルビル
シルクハット 八王子,東京都八王子市旭町2-5 八王子ツインタワービル3階,4,shop_id=10026,シルクハット 八王子 東京都八王子市旭町2-5 八王子ツインタワービル3階
ドラマ八王子高倉店,東京都八王子市高倉町５５－４ ドラマ八王子高倉,4,shop_id=493,ドラマ八王子高倉店 東京都八王子市高倉町５５－４ ドラマ八王子高倉
タイトーステーション 国分寺店,東京都国分寺市本町3-5-11 ,4,shop_id=10192,タイトーステーション 国分寺店 東京都国分寺市本町3-5-11 
PALO聖蹟桜ヶ丘店,東京都多摩市関戸4-72 聖蹟桜ケ丘オーパ6階,2,shop_id=10391,PALO聖蹟桜ヶ丘店 東京都多摩市関戸4-72 聖蹟桜ケ丘オーパ6階
THE 3RD PLANET 多摩センター店,東京都多摩市落合1-41-1 マグレブビルWEST 1階・2階,4,shop_id=7028,THE 3RD PLANET 多摩センター店 東京都多摩市落合1-41-1 マグレブビルWEST 1階・2階
アミューズメントスペース カプセル,東京都多摩市永山1-3-4 ヒューマックスパビリオン永山 1F B1,2,shop_id=2094,アミューズメントスペース カプセル 東京都多摩市永山1-3-4 ヒューマックスパビリオン永山 1F B1
ウェアハウス一橋学園店,東京都小平市学園東町一丁目4番39号 平山ビル3F,2,shop_id=11119,ウェアハウス一橋学園店 東京都小平市学園東町一丁目4番39号 平山ビル3F
GiGO府中,東京都府中市西原町1-6-2 フレスポ府中,2,shop_id=1267,GiGO府中 東京都府中市西原町1-6-2 フレスポ府中
プラサカプコン府中店,東京都府中市宮町1-41-2 ミッテン府中店7階,2,shop_id=11364,プラサカプコン府中店 東京都府中市宮町1-41-2 ミッテン府中店7階
ラウンドワン府中本町駅前店,東京都府中市本町１‐１３‐３ カネカビル,4,shop_id=5679,ラウンドワン府中本町駅前店 東京都府中市本町１‐１３‐３ カネカビル
モーリーファンタジー東久留米店,東京都東久留米市南沢５－１７ イオン東久留米３階,2,shop_id=7503,モーリーファンタジー東久留米店 東京都東久留米市南沢５－１７ イオン東久留米３階
ラウンドワン武蔵村山,東京都武蔵村山市伊奈平3-1-1 ,2,shop_id=11666,ラウンドワン武蔵村山 東京都武蔵村山市伊奈平3-1-1 
タイトーFステーション吉祥寺JOY,東京都武蔵野市吉祥寺本町1-8-23 河田ビル1F,2,shop_id=11625,タイトーFステーション吉祥寺JOY 東京都武蔵野市吉祥寺本町1-8-23 河田ビル1F
フォルム武蔵境,東京都武蔵野市境南町2-7-20 ダイアパレス第2　1F,2,shop_id=11714,フォルム武蔵境 東京都武蔵野市境南町2-7-20 ダイアパレス第2　1F
プラサカプコン吉祥寺店,東京都武蔵野市吉祥寺本町１－１０－１ いなりやビル１階,2,shop_id=1911,プラサカプコン吉祥寺店 東京都武蔵野市吉祥寺本町１－１０－１ いなりやビル１階
ラウンドワン吉祥寺,東京都武蔵野市吉祥寺本町1-11-22 ,2,shop_id=11637,ラウンドワン吉祥寺 東京都武蔵野市吉祥寺本町1-11-22 
東京レジャーランド吉祥寺店,東京都武蔵野市吉祥寺本町1-3-7 YSビル地下1階4階,4,shop_id=11836,東京レジャーランド吉祥寺店 東京都武蔵野市吉祥寺本町1-3-7 YSビル地下1階4階
GiGO町田,東京都町田市原町田6-13-17 アーバンミサワビルB1F,4,shop_id=11681,GiGO町田 東京都町田市原町田6-13-17 アーバンミサワビルB1F
タイトーステーション町田店,東京都町田市原町田６－２１－２３ 松山ビル１Ｆ,4,shop_id=3879,タイトーステーション町田店 東京都町田市原町田６－２１－２３ 松山ビル１Ｆ
ラウンドワン町田,東京都町田市森野1-13-14 ,4,shop_id=11631,ラウンドワン町田 東京都町田市森野1-13-14 
GiGO福生,東京都福生市福生1076-1 セガワールド福生,2,shop_id=8668,GiGO福生 東京都福生市福生1076-1 セガワールド福生
GiGO 立川,東京都立川市柴崎町3-2-1 サザンビル1階,4,shop_id=5507,GiGO 立川 東京都立川市柴崎町3-2-1 サザンビル1階
タイトーステーション 立川北口店,東京都立川市曙町2-4-5 ,6,shop_id=10089,タイトーステーション 立川北口店 東京都立川市曙町2-4-5 
アドアーズ仙川,東京都調布市仙川町2-21-12 VICビル7 1-3F,2,shop_id=11618,アドアーズ仙川 東京都調布市仙川町2-21-12 VICビル7 1-3F
アミューズランドモナコ調布駅前,東京都調布市布田4-2-22 ,2,shop_id=11734,アミューズランドモナコ調布駅前 東京都調布市布田4-2-22 
キャロム青梅店,東京都青梅市千ヶ瀬町4-326-1 ,4,shop_id=11782,キャロム青梅店 東京都青梅市千ヶ瀬町4-326-1 
ドラマ瑞穂店,東京都西多摩郡瑞穂町大字武蔵382-1 ドラマ瑞穂,4,shop_id=5942,ドラマ瑞穂店 東京都西多摩郡瑞穂町大字武蔵382-1 ドラマ瑞穂
ユーズランド日の出店,東京都西多摩郡日の出町平井三吉野桜木５５７番地 イオンモール日の出３階,4,shop_id=2897,ユーズランド日の出店 東京都西多摩郡日の出町平井三吉野桜木５５７番地 イオンモール日の出３階
タイトーFステーションイオン伊勢原店,神奈川県伊勢原市白根630-1 イオン伊勢原3F,2,shop_id=2584,タイトーFステーションイオン伊勢原店 神奈川県伊勢原市白根630-1 イオン伊勢原3F
GiGO本厚木,神奈川県厚木市中町4-15-9 パームトップス,2,shop_id=3628,GiGO本厚木 神奈川県厚木市中町4-15-9 パームトップス
シルクハット本厚木,神奈川県厚木市中町3-4-22 第二会田ビル2F,2,shop_id=11715,シルクハット本厚木 神奈川県厚木市中町3-4-22 第二会田ビル2F
ハローズガーデン厚木店,神奈川県厚木市中町1-5-10 厚木ガーデンシティビル5階,2,shop_id=9621,ハローズガーデン厚木店 神奈川県厚木市中町1-5-10 厚木ガーデンシティビル5階
神奈川レジャーランド厚木店,神奈川県厚木市戸室5-31-1 ,4,shop_id=15,神奈川レジャーランド厚木店 神奈川県厚木市戸室5-31-1 
タイトーステーション小田原店,神奈川県小田原市栄町１－３－１２ ,2,shop_id=6783,タイトーステーション小田原店 神奈川県小田原市栄町１－３－１２ 
小田原メトロポリス,神奈川県小田原市前川２１９－４ 小田原メトロポリス,2,shop_id=11147,小田原メトロポリス 神奈川県小田原市前川２１９－４ 小田原メトロポリス
ﾀｲﾄｰｽﾃｰｼｮﾝ小田原ｼﾃｨｰﾓｰﾙｸﾚｯｾ店,神奈川県小田原市前川１２０ 小田原シティーモールクレッセ２Ｆ,2,shop_id=3023,ﾀｲﾄｰｽﾃｰｼｮﾝ小田原ｼﾃｨｰﾓｰﾙｸﾚｯｾ店 神奈川県小田原市前川１２０ 小田原シティーモールクレッセ２Ｆ
namcoラゾーナ川崎店,神奈川県川崎市幸区堀川町７２－１ ラゾーナ川崎４階,6,shop_id=1368,namcoラゾーナ川崎店 神奈川県川崎市幸区堀川町７２－１ ラゾーナ川崎４階
シルクハット 川崎ダイス,神奈川県川崎市川崎区駅前本町8番地 ダイスビル地下2階,6,shop_id=3618,シルクハット 川崎ダイス 神奈川県川崎市川崎区駅前本町8番地 ダイスビル地下2階
シルクハット 川崎モアーズ,神奈川県川崎市川崎区駅前本町7番地 岡田屋モアーズ1・2階,6,shop_id=8788,シルクハット 川崎モアーズ 神奈川県川崎市川崎区駅前本町7番地 岡田屋モアーズ1・2階
タイト―Fステーション川崎ルフロン店,神奈川県川崎市川崎区日進町1-11 川崎ルフロン10F,4,shop_id=11070,タイト―Fステーション川崎ルフロン店 神奈川県川崎市川崎区日進町1-11 川崎ルフロン10F
タイトーFステーション向ヶ丘遊園,神奈川県川崎市多摩区登戸2718-1 ,2,shop_id=11815,タイトーFステーション向ヶ丘遊園 神奈川県川崎市多摩区登戸2718-1 
モーリーファンタジー川崎店,神奈川県川崎市幸区小倉5-19-23 クロスガーデン川崎,2,shop_id=12325,モーリーファンタジー川崎店 神奈川県川崎市幸区小倉5-19-23 クロスガーデン川崎
ラウンドワンスタジアム川崎大師,神奈川県川崎市川崎区殿町1-5-1 ,4,shop_id=11668,ラウンドワンスタジアム川崎大師 神奈川県川崎市川崎区殿町1-5-1 
ラウンドワン高津,神奈川県川崎市高津区二子4-8-1 ,4,shop_id=11660,ラウンドワン高津 神奈川県川崎市高津区二子4-8-1 
ラウンドワンららぽーと湘南平塚,神奈川県平塚市天沼10-1 ららぽーと湘南平塚3F,2,shop_id=9676,ラウンドワンららぽーと湘南平塚 神奈川県平塚市天沼10-1 ららぽーと湘南平塚3F
アミューズメントパークネバーランド2座間店,神奈川県座間市ひばりが丘4-11-48 アミューズメントパークネバーランド2,8,shop_id=398,アミューズメントパークネバーランド2座間店 神奈川県座間市ひばりが丘4-11-48 アミューズメントパークネバーランド2
GiGO新杉田,神奈川県横浜市磯子区杉田1丁目1‐1 らびすた新杉田2F,4,shop_id=3752,GiGO新杉田 神奈川県横浜市磯子区杉田1丁目1‐1 らびすた新杉田2F
GiGO綱島,神奈川県横浜市港北区綱島西2-6-29 城田ビル3階,4,shop_id=3939,GiGO綱島 神奈川県横浜市港北区綱島西2-6-29 城田ビル3階
namco都筑店,神奈川県横浜市都筑区川和町８４６－１ プラボ都筑,8,shop_id=1548,namco都筑店 神奈川県横浜市都筑区川和町８４６－１ プラボ都筑
アカフーアミューズメント ジアス上大岡店,神奈川県横浜市港南区上大岡西2-1-28 赤い風船パーク本館2階,4,shop_id=6918,アカフーアミューズメント ジアス上大岡店 神奈川県横浜市港南区上大岡西2-1-28 赤い風船パーク本館2階
サープラ横浜あそびタウン,神奈川県横浜市都筑区中川中央1-25―1 ノースポート・モール6階,4,shop_id=359,サープラ横浜あそびタウン 神奈川県横浜市都筑区中川中央1-25―1 ノースポート・モール6階
シルクハット伊勢佐木町,神奈川県横浜市中区伊勢佐木町3-96 日活会館3F,4,shop_id=11716,シルクハット伊勢佐木町 神奈川県横浜市中区伊勢佐木町3-96 日活会館3F
タイトーステーション戸塚西口店,神奈川県横浜市戸塚区戸塚町４０２３番地 ,4,shop_id=6612,タイトーステーション戸塚西口店 神奈川県横浜市戸塚区戸塚町４０２３番地 
タイトーステーション横浜西口五番街店,神奈川県横浜市西区南幸１－１２－９ タイトーステーション横浜西口五番街,6,shop_id=6441,タイトーステーション横浜西口五番街店 神奈川県横浜市西区南幸１－１２－９ タイトーステーション横浜西口五番街
ドラマ港北インター店,神奈川県横浜市都筑区東方町321-6 ,4,shop_id=11843,ドラマ港北インター店 神奈川県横浜市都筑区東方町321-6 
プラサカプコン磯子店,神奈川県横浜市磯子区磯子１－１－１ マリコム磯子ショッピングセンター２階,2,shop_id=281,プラサカプコン磯子店 神奈川県横浜市磯子区磯子１－１－１ マリコム磯子ショッピングセンター２階
ラウンドワン横浜駅西口,神奈川県横浜市西区南幸2-8-16 ,6,shop_id=11628,ラウンドワン横浜駅西口 神奈川県横浜市西区南幸2-8-16 
ゲームパラダイスゼロワン,神奈川県横須賀市若松町1-6 ヨコビル3F,4,shop_id=11709,ゲームパラダイスゼロワン 神奈川県横須賀市若松町1-6 ヨコビル3F
シルクハット横須賀中央,神奈川県横須賀市若松町1-5 横須賀プライム2階,4,shop_id=11289,シルクハット横須賀中央 神奈川県横須賀市若松町1-5 横須賀プライム2階
プラサカプコン横須賀店,神奈川県横須賀市若松町２－３０ モアーズシティ４階ゲームコーナー,2,shop_id=1909,プラサカプコン横須賀店 神奈川県横須賀市若松町２－３０ モアーズシティ４階ゲームコーナー
GiGO海老名,神奈川県海老名市中央1-4-31 海老名プラザビル1F,2,shop_id=11682,GiGO海老名 神奈川県海老名市中央1-4-31 海老名プラザビル1F
タイトーステーション海老名ビナウォーク店,神奈川県海老名市中央1ー18-1 ビナウォーク6番館2F,4,shop_id=3581,タイトーステーション海老名ビナウォーク店 神奈川県海老名市中央1ー18-1 ビナウォーク6番館2F
GiGO相模大野,神奈川県相模原市相模大野3-13-2 フレスコビル2F,2,shop_id=7521,GiGO相模大野 神奈川県相模原市相模大野3-13-2 フレスコビル2F
アドアーズ橋本店,神奈川県相模原市緑区橋本3-3-1 SING橋本2階,2,shop_id=2091,アドアーズ橋本店 神奈川県相模原市緑区橋本3-3-1 SING橋本2階
アピナ橋本店,神奈川県相模原市緑区西橋本５－１－１ アピナ橋本１階,2,shop_id=8417,アピナ橋本店 神奈川県相模原市緑区西橋本５－１－１ アピナ橋本１階
エブリデイFUNﾊｳｽこころっこアリオ橋本店,神奈川県相模原市緑区大山町１－２２ アリオ橋本２階（２３５区画）　エブリデイＦＵＮハウス,2,shop_id=2905,エブリデイFUNﾊｳｽこころっこアリオ橋本店 神奈川県相模原市緑区大山町１－２２ アリオ橋本２階（２３５区画）　エブリデイＦＵＮハウス
ムトス相模原店,神奈川県相模原市中央区中央2-1-5ムトス内 ,4,shop_id=10753,ムトス相模原店 神奈川県相模原市中央区中央2-1-5ムトス内 
GiGO センター南,神奈川県神奈川県横浜市都筑区茅ケ崎中央3-25 ,4,shop_id=12227,GiGO センター南 神奈川県神奈川県横浜市都筑区茅ケ崎中央3-25 
アドアーズ藤沢北口,神奈川県藤沢市藤沢460-1 3・4F,2,shop_id=11621,アドアーズ藤沢北口 神奈川県藤沢市藤沢460-1 3・4F
ゲームインファンファン藤沢新館,神奈川県藤沢市鵠沼石上1-3-8 ,2,shop_id=11720,ゲームインファンファン藤沢新館 神奈川県藤沢市鵠沼石上1-3-8 
タイトーステーション藤沢店,神奈川県藤沢市南藤沢21-1 ,4,shop_id=9609,タイトーステーション藤沢店 神奈川県藤沢市南藤沢21-1 
ドラマ藤沢店,神奈川県藤沢市本藤沢５－６－８ ドラマ藤沢,4,shop_id=521,ドラマ藤沢店 神奈川県藤沢市本藤沢５－６－８ ドラマ藤沢
楽市楽座湘南藤沢店,神奈川県藤沢市辻堂新町４－３－５ ＭｒＭＡＸ湘南藤沢ショッピングセンター２階,2,shop_id=5709,楽市楽座湘南藤沢店 神奈川県藤沢市辻堂新町４－３－５ ＭｒＭＡＸ湘南藤沢ショッピングセンター２階
シルクハット 大船,神奈川県鎌倉市大船1-24 大船駅前ビル1階、2階、3階,2,shop_id=8499,シルクハット 大船 神奈川県鎌倉市大船1-24 大船駅前ビル1階、2階、3階
アピナ上越インター店,新潟県上越市下門前１６６１ アピナ上越インター,4,shop_id=9036,アピナ上越インター店 新潟県上越市下門前１６６１ アピナ上越インター
タイトーFステーション上越店,新潟県上越市富岡3524 J-MAXシアター内1F,4,shop_id=8945,タイトーFステーション上越店 新潟県上越市富岡3524 J-MAXシアター内1F
上越レジャーランボウル,新潟県上越市下門前薬島827-2 ,2,shop_id=5905,上越レジャーランボウル 新潟県上越市下門前薬島827-2 
Hapipi Land十日町店,新潟県十日町市丑735-1 ,2,shop_id=10144,Hapipi Land十日町店 新潟県十日町市丑735-1 
namco新潟店,新潟県新潟市中央区南笹口1-1-1 ドン・キホーテ新潟駅南2階,6,shop_id=5573,namco新潟店 新潟県新潟市中央区南笹口1-1-1 ドン・キホーテ新潟駅南2階
カプコサーカス新潟東店,新潟県新潟市東区大形本町３－１－２ イオン新潟東,6,shop_id=11362,カプコサーカス新潟東店 新潟県新潟市東区大形本町３－１－２ イオン新潟東
タイトーFステーションイオン新潟西店,新潟県新潟市西区小新南２－１－１０ イオン新潟西３Ｆ,4,shop_id=6411,タイトーFステーションイオン新潟西店 新潟県新潟市西区小新南２－１－１０ イオン新潟西３Ｆ
